birthPlaceCountry,countryofResidency,deathTime,firstName,isActive,lastName,legalName,listedCompany,maritalStatus,middleName,name,nameAlias,nationality,occupation,organizationSymbol,partyId,partyType,sourceOfIncome,title,website,gender,homePhone,alternatePhone,cellPhone,primaryPhone,workPhone,alternateEmail,companyEmail,personalEmail,workEmail,isIndividual
US,US,,,1,,,,,,,,US,,,4,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,5,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,9,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,10,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,11,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,12,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,14,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,16,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,18,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,19,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,20,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,21,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,23,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,24,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,33,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,37,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,42,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,46,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,49,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,50,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,52,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,56,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,57,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,58,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,60,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,61,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,62,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,65,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,66,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,75,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,76,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,79,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,80,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,81,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,82,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,83,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,84,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,85,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,86,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,87,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,93,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,95,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,97,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,100,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,102,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,103,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,104,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,105,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,108,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,111,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,112,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,113,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,117,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,118,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,119,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,123,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,124,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,127,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,128,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,129,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,130,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,131,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,133,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,134,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,137,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,138,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,143,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,144,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,146,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,147,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,149,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,150,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,151,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,152,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,156,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,157,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,160,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,165,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,167,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,169,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,172,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,173,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,177,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,180,Individual,,,,,,,,,,,,,,
